#:GATKReport.v1.1:8
#:GATKTable:10:80:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:.qlog_out.haplotypecaller.raw.filtered.snpEff.vcf.varannotator:Job logs for .qlog_out.haplotypecaller.raw.filtered.snpEff.vcf.varannotator
jobName               exechosts              startTime      formattedStartTime     analysisName                                                    iteration  intermediate  formattedDoneTime      runtime  doneTime     
HaplotypeCaller-1-70  respublica.cm.cluster  1356402990457  12-12-24 21:36:30:457  HaplotypeCaller          1  true          12-12-24 21:36:30:465        8  1356402990465
HaplotypeCaller-1-58  respublica.cm.cluster  1356402990355  12-12-24 21:36:30:355  HaplotypeCaller          1  true          12-12-24 21:36:30:364        9  1356402990364
HaplotypeCaller-1-49  respublica.cm.cluster  1356402990278  12-12-24 21:36:30:278  HaplotypeCaller          1  true          12-12-24 21:36:30:287        9  1356402990287
HaplotypeCaller-1-74  respublica.cm.cluster  1356402990490  12-12-24 21:36:30:490  HaplotypeCaller          1  true          12-12-24 21:36:30:498        8  1356402990498
HaplotypeCaller-1-13  respublica.cm.cluster  1356402989887  12-12-24 21:36:29:887  HaplotypeCaller          1  true          12-12-24 21:36:29:904       17  1356402989904
HaplotypeCaller-1-2   respublica.cm.cluster  1356402989711  12-12-24 21:36:29:711  HaplotypeCaller          1  true          12-12-24 21:36:29:737       26  1356402989737
HaplotypeCaller-1-51  respublica.cm.cluster  1356402990296  12-12-24 21:36:30:296  HaplotypeCaller          1  true          12-12-24 21:36:30:304        8  1356402990304
HaplotypeCaller-1-65  respublica.cm.cluster  1356402990415  12-12-24 21:36:30:415  HaplotypeCaller          1  true          12-12-24 21:36:30:423        8  1356402990423
HaplotypeCaller-1-71  respublica.cm.cluster  1356402990465  12-12-24 21:36:30:465  HaplotypeCaller          1  true          12-12-24 21:36:30:473        8  1356402990473
HaplotypeCaller-1-41  respublica.cm.cluster  1356402990203  12-12-24 21:36:30:203  HaplotypeCaller          1  true          12-12-24 21:36:30:212        9  1356402990212
HaplotypeCaller-1-8   respublica.cm.cluster  1356402989818  12-12-24 21:36:29:818  HaplotypeCaller          1  true          12-12-24 21:36:29:829       11  1356402989829
HaplotypeCaller-1-62  respublica.cm.cluster  1356402990389  12-12-24 21:36:30:389  HaplotypeCaller          1  true          12-12-24 21:36:30:398        9  1356402990398
HaplotypeCaller-1-18  respublica.cm.cluster  1356402989953  12-12-24 21:36:29:953  HaplotypeCaller          1  true          12-12-24 21:36:29:964       11  1356402989964
HaplotypeCaller-1-68  respublica.cm.cluster  1356402990440  12-12-24 21:36:30:440  HaplotypeCaller          1  true          12-12-24 21:36:30:448        8  1356402990448
HaplotypeCaller-1-79  respublica.cm.cluster  1356402990531  12-12-24 21:36:30:531  HaplotypeCaller          1  true          12-12-24 21:36:30:546       15  1356402990546
HaplotypeCaller-1-19  respublica.cm.cluster  1356402989964  12-12-24 21:36:29:964  HaplotypeCaller          1  true          12-12-24 21:36:29:975       11  1356402989975
HaplotypeCaller-1-81  respublica.cm.cluster  1356402990555  12-12-24 21:36:30:555  HaplotypeCaller          1  true          12-12-24 21:36:30:566       11  1356402990566
HaplotypeCaller-1-20  respublica.cm.cluster  1356402989975  12-12-24 21:36:29:975  HaplotypeCaller          1  true          12-12-24 21:36:29:986       11  1356402989986
HaplotypeCaller-1-5   respublica.cm.cluster  1356402989760  12-12-24 21:36:29:760  HaplotypeCaller          1  true          12-12-24 21:36:29:772       12  1356402989772
HaplotypeCaller-1-39  respublica.cm.cluster  1356402990178  12-12-24 21:36:30:178  HaplotypeCaller          1  true          12-12-24 21:36:30:192       14  1356402990192
HaplotypeCaller-1-4   respublica.cm.cluster  1356402989748  12-12-24 21:36:29:748  HaplotypeCaller          1  true          12-12-24 21:36:29:760       12  1356402989760
HaplotypeCaller-1-40  respublica.cm.cluster  1356402990192  12-12-24 21:36:30:192  HaplotypeCaller          1  true          12-12-24 21:36:30:203       11  1356402990203
HaplotypeCaller-1-64  respublica.cm.cluster  1356402990406  12-12-24 21:36:30:406  HaplotypeCaller          1  true          12-12-24 21:36:30:415        9  1356402990415
HaplotypeCaller-1-37  respublica.cm.cluster  1356402990153  12-12-24 21:36:30:153  HaplotypeCaller          1  true          12-12-24 21:36:30:163       10  1356402990163
HaplotypeCaller-1-59  respublica.cm.cluster  1356402990364  12-12-24 21:36:30:364  HaplotypeCaller          1  true          12-12-24 21:36:30:372        8  1356402990372
HaplotypeCaller-1-29  respublica.cm.cluster  1356402990070  12-12-24 21:36:30:070  HaplotypeCaller          1  true          12-12-24 21:36:30:081       11  1356402990081
HaplotypeCaller-1-75  respublica.cm.cluster  1356402990498  12-12-24 21:36:30:498  HaplotypeCaller          1  true          12-12-24 21:36:30:507        9  1356402990507

#:GATKTable:10:2:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:LocusScatterFunction:Job logs for LocusScatterFunction
jobName              exechosts              startTime      formattedStartTime     analysisName          iteration  intermediate  formattedDoneTime      runtime  doneTime     
HaplotypeCaller-6-1  respublica.cm.cluster  1356402990651  12-12-24 21:36:30:651  LocusScatterFunction          1  true          12-12-24 21:36:30:665       14  1356402990665
HaplotypeCaller-1-1  respublica.cm.cluster  1356402989627  12-12-24 21:36:29:627  LocusScatterFunction          1  true          12-12-24 21:36:29:674       47  1356402989674

#:GATKTable:10:2:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:VariantEval:Job logs for VariantEval
jobName            exechosts              startTime      formattedStartTime     analysisName  iteration  intermediate  formattedDoneTime      runtime  doneTime     
HaplotypeCaller-4  respublica.cm.cluster  1356402990632  12-12-24 21:36:30:632  VariantEval           1  false         12-12-24 21:36:30:638        6  1356402990638
HaplotypeCaller-2  respublica.cm.cluster  1356402990611  12-12-24 21:36:30:611  VariantEval           1  false         12-12-24 21:36:30:617        6  1356402990617

#:GATKTable:10:1:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:VariantFiltration:Job logs for VariantFiltration
jobName            exechosts              startTime      formattedStartTime     analysisName       iteration  intermediate  formattedDoneTime      runtime  doneTime     
HaplotypeCaller-3  respublica.cm.cluster  1356402990617  12-12-24 21:36:30:617  VariantFiltration          1  false         12-12-24 21:36:30:624        7  1356402990624

#:GATKTable:10:1:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:_function_:Job logs for _function_
jobName            exechosts              startTime      formattedStartTime     analysisName  iteration  intermediate  formattedDoneTime      runtime  doneTime     
HaplotypeCaller-5  respublica.cm.cluster  1356402990638  12-12-24 21:36:30:638  _function_            1  false         12-12-24 21:36:30:643        5  1356402990643

